,TYPE,YEAR,MONTH,HUNDRED_BLOCK,h_block,full_address,lat,lon,lat_offset,lon_offset,cid
146,Theft From Auto Over $5000,2007,9,8XX BLOCK RICHARDS ST,800 BLOCK RICHARDS ST,"800 BLOCK RICHARDS ST , Vancouver, BC, Canada",49.2798686,-123.1179346,49.28004043,-123.1174552,1
147,Theft From Auto Over $5000,2007,9,2XX E 18TH AVE,200 E 18TH AVE,"200 E 18TH AVE , Vancouver, BC, Canada",49.2546451,-123.1005486,49.25493681,-123.1000535,1
148,Theft From Auto Over $5000,2007,9,26XX GRANVILLE ST,2600 GRANVILLE ST,"2600 GRANVILLE ST , Vancouver, BC, Canada",49.2624943,-123.138405,49.26275986,-123.1382495,1
149,Theft From Auto Over $5000,2007,9,7XX W GEORGIA ST,700 W GEORGIA ST,"700 W GEORGIA ST , Vancouver, BC, Canada",49.28276,-123.11871,49.28290282,-123.1182448,1
150,Theft From Auto Over $5000,2007,9,1XX W CORDOVA ST,100 W CORDOVA ST,"100 W CORDOVA ST , Vancouver, BC, Canada",49.2828258,-123.1070009,49.28313891,-123.1068701,1
151,Theft From Auto Over $5000,2007,9,24XX BLOCK HEATHER ST,2400 BLOCK HEATHER ST,"2400 BLOCK HEATHER ST , Vancouver, BC, Canada",49.2640502,-123.1196673,49.26438456,-123.1195153,1
152,Theft From Auto Over $5000,2007,9,24XX YORK AVE,2400 YORK AVE,"2400 YORK AVE , Vancouver, BC, Canada",49.2716651,-123.1598914,49.27187124,-123.1593914,1
153,Theft From Auto Over $5000,2007,9,18XX E HASTINGS ST,1800 E HASTINGS ST,"1800 E HASTINGS ST , Vancouver, BC, Canada",49.2810646,-123.0679732,49.28143458,-123.0678523,1
154,Theft From Auto Over $5000,2007,9,10XX E 10TH AVE,1000 E 10TH AVE,"1000 E 10TH AVE , Vancouver, BC, Canada",49.2613551,-123.0831093,49.2616878,-123.0827848,1
155,Theft From Auto Over $5000,2007,9,11XX BLOCK W KING EDWARD AVE,1100 BLOCK W KING EDWARD AVE,"1100 BLOCK W KING EDWARD AVE , Vancouver, BC, Canada",49.2490551,-123.1300022,49.24940422,-123.1296411,1
156,Theft From Auto Over $5000,2007,9,45XX PRINCE ALBERT ST,4500 PRINCE ALBERT ST,"4500 PRINCE ALBERT ST , Vancouver, BC, Canada",49.2448807,-123.0877551,49.24535572,-123.0874931,1
157,Theft From Auto Over $5000,2007,10,9XX BLOCK E 54TH AVE,900 BLOCK E 54TH AVE,"900 BLOCK E 54TH AVE , Vancouver, BC, Canada",49.2204159,-123.086254,49.22069342,-123.0861073,1
158,Theft From Auto Over $5000,2007,10,86XX BLOCK OSLER ST,8600 BLOCK OSLER ST,"8600 BLOCK OSLER ST , Vancouver, BC, Canada",49.2082896,-123.1314163,49.20872884,-123.131248,1
160,Theft From Auto Over $5000,2007,10,48XX VICTORIA DR,4800 VICTORIA DR,"4800 VICTORIA DR , Vancouver, BC, Canada",49.2413749,-123.0650946,49.24160464,-123.064658,1
161,Theft From Auto Over $5000,2007,10,9XX BURRARD ST,900 BURRARD ST,"900 BURRARD ST , Vancouver, BC, Canada",49.2815299,-123.12422,49.28190253,-123.1237499,1
162,Theft From Auto Over $5000,2007,10,8XX BLOCK W 8TH AVE,800 BLOCK W 8TH AVE,"800 BLOCK W 8TH AVE , Vancouver, BC, Canada",49.2641051,-123.1219601,49.2642774,-123.1218294,1
163,Theft From Auto Over $5000,2007,10,24XX E 8TH AVE,2400 E 8TH AVE,"2400 E 8TH AVE , Vancouver, BC, Canada",49.2628751,-123.0564059,49.26334696,-123.0562703,1
164,Theft From Auto Over $5000,2007,10,56XX CARNARVON ST,5600 CARNARVON ST,"5600 CARNARVON ST , Vancouver, BC, Canada",49.2355696,-123.1729151,49.23569981,-123.1724932,1
165,Theft From Auto Over $5000,2007,10,5XX E 15TH AVE,500 E 15TH AVE,"500 E 15TH AVE , Vancouver, BC, Canada",49.2572034,-123.0935045,49.25747449,-123.0930347,1
166,Theft From Auto Over $5000,2007,10,20XX BLOCK FERNDALE ST,2000 BLOCK FERNDALE ST,"2000 BLOCK FERNDALE ST , Vancouver, BC, Canada",49.2795704,-123.0636374,49.27980105,-123.0631933,1
167,Theft From Auto Over $5000,2007,10,BURQUITLAM DR / HARRISON DR,BURQUITLAM DR / HARRISON DR,"BURQUITLAM DR & HARRISON DR , Vancouver, BC, Canada",49.20973,-123.05701,49.20996511,-123.0567862,1
168,Theft From Auto Over $5000,2007,10,23XX BLOCK YORK AVE,2300 BLOCK YORK AVE,"2300 BLOCK YORK AVE , Vancouver, BC, Canada",49.2716251,-123.1575027,49.27185862,-123.1573911,1
169,Theft From Auto Over $5000,2007,10,4XX W 8TH AVE,400 W 8TH AVE,"400 W 8TH AVE , Vancouver, BC, Canada",49.2637752,-123.1131071,49.26423505,-123.112633,1
170,Theft From Auto Over $5000,2007,11,10XX HORNBY ST,1000 HORNBY ST,"1000 HORNBY ST , Vancouver, BC, Canada",49.2802739,-123.1250606,49.28070434,-123.1246514,1
171,Theft From Auto Over $5000,2007,11,5XX E 58TH AVE,500 E 58TH AVE,"500 E 58TH AVE , Vancouver, BC, Canada",49.2170412,-123.0951737,49.21715963,-123.0948123,1
172,Theft From Auto Over $5000,2007,11,14XX GRAVELEY ST,1400 GRAVELEY ST,"1400 GRAVELEY ST , Vancouver, BC, Canada",49.2704247,-123.0751527,49.2706572,-123.0748992,1
173,Theft From Auto Over $5000,2007,11,27XX COMMERCIAL DR,2700 COMMERCIAL DR,"2700 COMMERCIAL DR , Vancouver, BC, Canada",49.260333,-123.0696751,49.26051375,-123.0693387,1
174,Theft From Auto Over $5000,2007,11,32XX BLOCK W 11TH AVE,3200 BLOCK W 11TH AVE,"3200 BLOCK W 11TH AVE , Vancouver, BC, Canada",49.2622651,-123.1761816,49.2625666,-123.1759039,1
175,Theft From Auto Over $5000,2007,11,12XX W 70TH AVE,1200 W 70TH AVE,"1200 W 70TH AVE , Vancouver, BC, Canada",49.2083751,-123.1334904,49.20874435,-123.1332716,1
176,Theft From Auto Over $5000,2007,11,PACIFIC ST / RICHARDS ST,PACIFIC ST / RICHARDS ST,"PACIFIC ST & RICHARDS ST , Vancouver, BC, Canada",49.2738,-123.12745,49.27400638,-123.1272624,1
177,Theft From Auto Over $5000,2007,11,6XX CARRALL ST,600 CARRALL ST,"600 CARRALL ST , Vancouver, BC, Canada",49.2789971,-123.104363,49.27914238,-123.1041878,1
178,Theft From Auto Over $5000,2007,11,7XX W GEORGIA ST,700 W GEORGIA ST,"700 W GEORGIA ST , Vancouver, BC, Canada",49.28276,-123.11871,49.2830276,-123.1182956,1
179,Theft From Auto Over $5000,2007,11,9XX BLOCK HORNBY ST,900 BLOCK HORNBY ST,"900 BLOCK HORNBY ST , Vancouver, BC, Canada",49.2813167,-123.1234445,49.28171423,-123.123246,1
180,Theft From Auto Over $5000,2007,11,ALBERNI ST / CARDERO ST,ALBERNI ST / CARDERO ST,"ALBERNI ST & CARDERO ST , Vancouver, BC, Canada",49.29015,-123.13128,49.29056924,-123.1310619,1
181,Theft From Auto Over $5000,2007,11,4XX BLOCK STANLEY PARK DR,400 BLOCK STANLEY PARK DR,"400 BLOCK STANLEY PARK DR , Vancouver, BC, Canada",49.296819,-123.1347293,49.2971918,-123.1345783,1
182,Theft From Auto Over $5000,2007,11,11XX SE MARINE DR,1100 SE MARINE DR,"1100 SE MARINE DR , Vancouver, BC, Canada",49.2109851,-123.0837497,49.21137182,-123.0832888,1
183,Theft From Auto Over $5000,2007,11,CHILCO ST / HARO ST,CHILCO ST / HARO ST,"CHILCO ST & HARO ST , Vancouver, BC, Canada",49.2927,-123.13946,49.29300682,-123.1392288,1
185,Theft From Auto Over $5000,2007,11,21XX W BROADWAY AVE,2100 W BROADWAY AVE,"2100 W BROADWAY AVE , Vancouver, BC, Canada",49.2637051,-123.1531502,49.26393573,-123.1526942,1
186,Theft From Auto Over $5000,2007,11,12XX E 7TH AVE,1200 E 7TH AVE,"1200 E 7TH AVE , Vancouver, BC, Canada",49.2641051,-123.0791816,49.26428023,-123.0788254,1
187,Theft From Auto Over $5000,2007,11,14XX BURRARD ST,1400 BURRARD ST,"1400 BURRARD ST , Vancouver, BC, Canada",49.276171,-123.1332194,49.27650704,-123.1330681,1
188,Theft From Auto Over $5000,2007,11,BURRARD ST / SMITHE ST,BURRARD ST / SMITHE ST,"BURRARD ST & SMITHE ST , Vancouver, BC, Canada",49.28221,-123.12436,49.28260879,-123.1240737,1
189,Theft From Auto Over $5000,2007,12,88XX OSLER ST,8800 OSLER ST,"8800 OSLER ST , Vancouver, BC, Canada",49.205533,-123.1315052,49.20564079,-123.1310546,1
190,Theft From Auto Over $5000,2007,12,MAIN ST / E 17TH AVE,MAIN ST / E 17TH AVE,"MAIN ST & E 17TH AVE , Vancouver, BC, Canada",49.25571,-123.10128,49.25581471,-123.100854,1
191,Theft From Auto Over $5000,2007,12,1XX E 23RD AVE,100 E 23RD AVE,"100 E 23RD AVE , Vancouver, BC, Canada",49.2502043,-123.1027002,49.25039465,-123.102292,1
193,Theft From Auto Over $5000,2007,12,8XX BURRARD ST,800 BURRARD ST,"800 BURRARD ST , Vancouver, BC, Canada",49.2827399,-123.12297,49.28315258,-123.1224865,1
195,Theft From Auto Over $5000,2007,12,9XX BURRARD ST,900 BURRARD ST,"900 BURRARD ST , Vancouver, BC, Canada",49.2815299,-123.12422,49.28186682,-123.1238069,1
196,Theft From Auto Over $5000,2007,12,16XX NAPIER ST,1600 NAPIER ST,"1600 NAPIER ST , Vancouver, BC, Canada",49.2747251,-123.0699693,49.27512451,-123.0695323,1
197,Theft From Auto Under $5000,2007,1,18XX W 10TH AVE,1800 W 10TH AVE,"1800 W 10TH AVE , Vancouver, BC, Canada",49.2626151,-123.1460128,49.26298952,-123.1459042,1
198,Theft From Auto Under $5000,2007,1,3XX MAIN ST,300 MAIN ST,"300 MAIN ST , Vancouver, BC, Canada",49.2821303,-123.0994238,49.28243776,-123.0990044,1
199,Theft From Auto Under $5000,2007,1,14XX BEACH AVE,1400 BEACH AVE,"1400 BEACH AVE , Vancouver, BC, Canada",49.2815687,-123.1397601,49.28202104,-123.13939,1
200,Theft From Auto Under $5000,2007,1,13XX BLOCK E 16TH AVE,1300 BLOCK E 16TH AVE,"1300 BLOCK E 16TH AVE , Vancouver, BC, Canada",49.2561247,-123.0776027,49.25633061,-123.0773366,1
201,Theft From Auto Under $5000,2007,1,LAUREL ST / W BROADWAY AVE,LAUREL ST / W BROADWAY AVE,"LAUREL ST & W BROADWAY AVE , Vancouver, BC, Canada",49.26339,-123.12421,49.26358981,-123.1240164,1
202,Theft From Auto Under $5000,2007,1,BIDWELL ST / COMOX ST,BIDWELL ST / COMO0 ST,"BIDWELL ST & COMO0 ST , Vancouver, BC, Canada",49.28764,-123.13816,49.28804977,-123.1380365,1
203,Theft From Auto Under $5000,2007,1,36XX E PENDER ST,3600 E PENDER ST,"3600 E PENDER ST , Vancouver, BC, Canada",49.2801051,-123.0254793,49.28031532,-123.0251396,1
204,Theft From Auto Under $5000,2007,1,21XX W 39TH AVE,2100 W 39TH AVE,"2100 W 39TH AVE , Vancouver, BC, Canada",49.2363051,-123.1557612,49.2365342,-123.1552915,1
205,Theft From Auto Under $5000,2007,1,4XX SEYMOUR ST,400 SEYMOUR ST,"400 SEYMOUR ST , Vancouver, BC, Canada",49.2844743,-123.1129097,49.2848618,-123.1124437,1
206,Theft From Auto Under $5000,2007,1,GRANVILLE ST / PACIFIC ST,GRANVILLE ST / PACIFIC ST,"GRANVILLE ST & PACIFIC ST , Vancouver, BC, Canada",49.27506,-123.12941,49.27528246,-123.1291674,1
207,Theft From Auto Under $5000,2007,1,86XX FRENCH ST,8600 FRENCH ST,"8600 FRENCH ST , Vancouver, BC, Canada",49.2084236,-123.1389342,49.20881401,-123.1384343,1
208,Theft From Auto Under $5000,2007,1,24XX BLOCK RENFREW ST,2400 BLOCK RENFREW ST,"2400 BLOCK RENFREW ST , Vancouver, BC, Canada",49.2628392,-123.0441551,49.26313858,-123.0438495,1
209,Theft From Auto Under $5000,2007,1,28XX SPRUCE ST,2800 SPRUCE ST,"2800 SPRUCE ST , Vancouver, BC, Canada",49.2604609,-123.1289451,49.26069796,-123.1287936,1
210,Theft From Auto Under $5000,2007,1,8XX W 14TH AVE,800 W 14TH AVE,"800 W 14TH AVE , Vancouver, BC, Canada",49.2584952,-123.1222057,49.25877973,-123.1219217,1
212,Theft From Auto Under $5000,2007,1,10XX E 63RD AVE,1000 E 63RD AVE,"1000 E 63RD AVE , Vancouver, BC, Canada",49.2127651,-123.0854267,49.21318362,-123.0850202,1
213,Theft From Auto Under $5000,2007,1,CAMBIE ST / EXPO BLVD,CAMBIE ST / E0PO BLVD,"CAMBIE ST & E0PO BLVD , Vancouver, BC, Canada",49.27396,-123.11471,49.27422562,-123.1144661,1
214,Theft From Auto Under $5000,2007,1,8XX BLOCK RICHARDS ST,800 BLOCK RICHARDS ST,"800 BLOCK RICHARDS ST , Vancouver, BC, Canada",49.2798686,-123.1179346,49.28028698,-123.1175901,1
215,Theft From Auto Under $5000,2007,1,28XX SPRUCE ST,2800 SPRUCE ST,"2800 SPRUCE ST , Vancouver, BC, Canada",49.2604609,-123.1289451,49.26076412,-123.1287216,1
216,Theft From Auto Under $5000,2007,1,22XX TRINITY ST,2200 TRINITY ST,"2200 TRINITY ST , Vancouver, BC, Canada",49.2891834,-123.0590558,49.28930403,-123.0589452,1
217,Theft From Auto Under $5000,2007,1,8XX HAMILTON ST,800 HAMILTON ST,"800 HAMILTON ST , Vancouver, BC, Canada",49.2786005,-123.1160139,49.27870893,-123.1157831,1
218,Theft From Auto Under $5000,2007,1,19XX BARCLAY ST,1900 BARCLAY ST,"1900 BARCLAY ST , Vancouver, BC, Canada",49.2910659,-123.1393804,49.29125393,-123.1390687,1
219,Theft From Auto Under $5000,2007,1,58XX ALMA ST,5800 ALMA ST,"5800 ALMA ST , Vancouver, BC, Canada",49.2338185,-123.1866432,49.23412817,-123.1862523,1
220,Theft From Auto Under $5000,2007,1,7XX BLOCK W 6TH AVE,700 BLOCK W 6TH AVE,"700 BLOCK W 6TH AVE , Vancouver, BC, Canada",49.26563,-123.12014,49.26577219,-123.1198698,1
221,Theft From Auto Under $5000,2007,1,81XX MONTCALM ST,8100 MONTCALM ST,"8100 MONTCALM ST , Vancouver, BC, Canada",49.2122917,-123.1354651,49.2124527,-123.1351442,1
222,Theft From Auto Under $5000,2007,1,27XX CAMBRIDGE ST,2700 CAMBRIDGE ST,"2700 CAMBRIDGE ST , Vancouver, BC, Canada",49.2865951,-123.0490593,49.28703399,-123.048754,1
223,Theft From Auto Under $5000,2007,1,CYPRESS ST / W 3RD AVE,CYPRESS ST / W 3RD AVE,"CYPRESS ST & W 3RD AVE , Vancouver, BC, Canada",49.26891,-123.14789,49.26921476,-123.1475782,1
224,Theft From Auto Under $5000,2007,1,12XX W 14TH AVE,1200 W 14TH AVE,"1200 W 14TH AVE , Vancouver, BC, Canada",49.2586651,-123.1316834,49.25881159,-123.1312387,1
225,Theft From Auto Under $5000,2007,1,58XX ALMA ST,5800 ALMA ST,"5800 ALMA ST , Vancouver, BC, Canada",49.2338185,-123.1866432,49.23405254,-123.1863902,1
226,Theft From Auto Under $5000,2007,1,4XX ABBOTT ST,400 ABBOTT ST,"400 ABBOTT ST , Vancouver, BC, Canada",49.281775,-123.1070713,49.28206081,-123.1066506,1
227,Theft From Auto Under $5000,2007,1,9XX CHILCO ST,900 CHILCO ST,"900 CHILCO ST , Vancouver, BC, Canada",49.2923129,-123.139757,49.29268292,-123.1394333,1
228,Theft From Auto Under $5000,2007,1,2XX E GEORGIA ST,200 E GEORGIA ST,"200 E GEORGIA ST , Vancouver, BC, Canada",49.2783951,-123.0995238,49.27878826,-123.0990258,1
229,Theft From Auto Under $5000,2007,1,MAIN ST / E GEORGIA ST,MAIN ST / E GEORGIA ST,"MAIN ST & E GEORGIA ST , Vancouver, BC, Canada",49.27854,-123.09978,49.27902036,-123.0996682,1
230,Theft From Auto Under $5000,2007,1,24XX W 2ND AVE,2400 W 2ND AVE,"2400 W 2ND AVE , Vancouver, BC, Canada",49.2698751,-123.1600035,49.27033554,-123.1596862,1
231,Theft From Auto Under $5000,2007,1,14XX QUEBEC ST,1400 QUEBEC ST,"1400 QUEBEC ST , Vancouver, BC, Canada",49.2736051,-123.1019349,49.27380081,-123.1017243,1
232,Theft From Auto Under $5000,2007,1,CAMBIE ST / W CORDOVA ST,CAMBIE ST / W CORDOVA ST,"CAMBIE ST & W CORDOVA ST , Vancouver, BC, Canada",49.28352,-123.10913,49.28380698,-123.108766,1
233,Theft From Auto Under $5000,2007,1,CAMBIE ST / W GEORGIA ST,CAMBIE ST / W GEORGIA ST,"CAMBIE ST & W GEORGIA ST , Vancouver, BC, Canada",49.2793599,-123.11324,49.27985656,-123.1130459,1
234,Theft From Auto Under $5000,2007,1,CARRALL ST / E PENDER ST,CARRALL ST / E PENDER ST,"CARRALL ST & E PENDER ST , Vancouver, BC, Canada",49.28052,-123.10437,49.28073085,-123.1040761,1
235,Theft From Auto Under $5000,2007,1,7XX BLOCK PACIFIC BLVD,700 BLOCK PACIFIC BLVD,"700 BLOCK PACIFIC BLVD , Vancouver, BC, Canada",49.2767277,-123.108784,49.27689254,-123.1083503,1
236,Theft From Auto Under $5000,2007,1,49XX HEATHER ST,4900 HEATHER ST,"4900 HEATHER ST , Vancouver, BC, Canada",49.2410044,-123.1204339,49.2412003,-123.1203218,1
237,Theft From Auto Under $5000,2007,1,14XX QUEBEC ST,1400 QUEBEC ST,"1400 QUEBEC ST , Vancouver, BC, Canada",49.2736051,-123.1019349,49.27380761,-123.1016801,1
238,Theft From Auto Under $5000,2007,1,HELMCKEN ST / SEYMOUR ST,HELMCKEN ST / SEYMOUR ST,"HELMCKEN ST & SEYMOUR ST , Vancouver, BC, Canada",49.27758,-123.12363,49.27796502,-123.1233072,1
239,Theft From Auto Under $5000,2007,1,53XX CLARENDON ST,5300 CLARENDON ST,"5300 CLARENDON ST , Vancouver, BC, Canada",49.2364978,-123.0553351,49.2368205,-123.0550262,1
240,Theft From Auto Under $5000,2007,1,14XX W 12TH AVE,1400 W 12TH AVE,"1400 W 12TH AVE , Vancouver, BC, Canada",49.2606051,-123.1363803,49.26100499,-123.1361233,1
241,Theft From Auto Under $5000,2007,1,14XX BLOCK GRANVILLE ST,1400 BLOCK GRANVILLE ST,"1400 BLOCK GRANVILLE ST , Vancouver, BC, Canada",49.274692,-123.1295579,49.27496102,-123.1291492,1
242,Theft From Auto Under $5000,2007,1,W PENDER ST / CARRALL ST,W PENDER ST / CARRALL ST,"W PENDER ST & CARRALL ST , Vancouver, BC, Canada",49.28052,-123.10437,49.28075045,-123.103991,1
243,Theft From Auto Under $5000,2007,1,12XX W 14TH AVE,1200 W 14TH AVE,"1200 W 14TH AVE , Vancouver, BC, Canada",49.2586651,-123.1316834,49.2589155,-123.1314834,1
244,Theft From Auto Under $5000,2007,1,4XX CAMBIE ST,400 CAMBIE ST,"400 CAMBIE ST , Vancouver, BC, Canada",49.2824449,-123.1093962,49.28270185,-123.1092017,1
245,Theft From Auto Under $5000,2007,1,HOMER ST / PACIFIC ST,HOMER ST / PACIFIC ST,"HOMER ST & PACIFIC ST , Vancouver, BC, Canada",49.27315,-123.12588,49.27355181,-123.1254679,1
246,Theft From Auto Under $5000,2007,1,24XX SPRUCE ST,2400 SPRUCE ST,"2400 SPRUCE ST , Vancouver, BC, Canada",49.2642321,-123.1288351,49.26468172,-123.1283571,1
247,Theft From Auto Under $5000,2007,1,8XX W 8TH AVE,800 W 8TH AVE,"800 W 8TH AVE , Vancouver, BC, Canada",49.2641051,-123.1219601,49.26423915,-123.1218476,1
248,Theft From Auto Under $5000,2007,1,1XX WATER ST,100 WATER ST,"100 WATER ST , Vancouver, BC, Canada",49.2837861,-123.1065744,49.28418695,-123.106302,1
249,Theft From Auto Under $5000,2007,1,2XX W 16TH AVE,200 W 16TH AVE,"200 W 16TH AVE , Vancouver, BC, Canada",49.2566152,-123.1099069,49.25704664,-123.1097239,1
250,Theft From Auto Under $5000,2007,1,46XX VALLEY DR,4600 VALLEY DR,"4600 VALLEY DR , Vancouver, BC, Canada",49.2455169,-123.1546823,49.24598118,-123.1545737,1
251,Theft From Auto Under $5000,2007,1,30XX KINGSWAY AVE,3000 KINGSWAY AVE,"3000 KINGSWAY AVE , Vancouver, BC, Canada",49.2357833,-123.0421559,49.23614098,-123.041992,1
252,Theft From Auto Under $5000,2007,1,7XX BLOCK W 6TH AVE,700 BLOCK W 6TH AVE,"700 BLOCK W 6TH AVE , Vancouver, BC, Canada",49.26563,-123.12014,49.26581078,-123.1200158,1
253,Theft From Auto Under $5000,2007,1,5XX BLOCK BEACH CRES,500 BLOCK BEACH CRES,"500 BLOCK BEACH CRES , Vancouver, BC, Canada",49.2731058,-123.1285713,49.27329858,-123.128398,1
254,Theft From Auto Under $5000,2007,1,36XX RAE AVE,3600 RAE AVE,"3600 RAE AVE , Vancouver, BC, Canada",49.2367593,-123.0253556,49.23720742,-123.0249139,1
255,Theft From Auto Under $5000,2007,1,1XX BLOCK E CORDOVA ST,100 BLOCK E CORDOVA ST,"100 BLOCK E CORDOVA ST , Vancouver, BC, Canada",49.28207,-123.10198,49.28247183,-123.1015173,1
256,Theft From Auto Under $5000,2007,1,16XX BARCLAY ST,1600 BARCLAY ST,"1600 BARCLAY ST , Vancouver, BC, Canada",49.2880061,-123.1346614,49.28838317,-123.1343737,1
257,Theft From Auto Under $5000,2007,1,24XX BLOCK SPRUCE ST,2400 BLOCK SPRUCE ST,"2400 BLOCK SPRUCE ST , Vancouver, BC, Canada",49.2642321,-123.1288351,49.26455189,-123.128482,1
258,Theft From Auto Under $5000,2007,1,7XX W 7TH AVE,700 W 7TH AVE,"700 W 7TH AVE , Vancouver, BC, Canada",49.2649151,-123.1200235,49.26527393,-123.1197818,1
259,Theft From Auto Under $5000,2007,1,FRANKLIN ST / WOODLAND DR,FRANKLIN ST / WOODLAND DR,"FRANKLIN ST & WOODLAND DR , Vancouver, BC, Canada",49.28224,-123.07257,49.28248696,-123.072364,1
260,Theft From Auto Under $5000,2007,1,CAMBIE ST / W CORDOVA ST,CAMBIE ST / W CORDOVA ST,"CAMBIE ST & W CORDOVA ST , Vancouver, BC, Canada",49.28352,-123.10913,49.28368607,-123.109013,1
261,Theft From Auto Under $5000,2007,1,HOWE ST / W CORDOVA ST,HOWE ST / W CORDOVA ST,"HOWE ST & W CORDOVA ST , Vancouver, BC, Canada",49.28661,-123.11385,49.28678012,-123.113477,1
262,Theft From Auto Under $5000,2007,1,12XX ROBSON ST,1200 ROBSON ST,"1200 ROBSON ST , Vancouver, BC, Canada",49.2859863,-123.1272122,49.28626344,-123.1269407,1
264,Theft From Auto Under $5000,2007,1,1XX W PENDER ST,100 W PENDER ST,"100 W PENDER ST , Vancouver, BC, Canada",49.28096,-123.10846,49.28126943,-123.108304,1
265,Theft From Auto Under $5000,2007,1,25XX E HASTINGS ST,2500 E HASTINGS ST,"2500 E HASTINGS ST , Vancouver, BC, Canada",49.2810051,-123.0543193,49.28121322,-123.0539512,1
266,Theft From Auto Under $5000,2007,1,RICHARDS ST / W HASTINGS ST,RICHARDS ST / W HASTINGS ST,"RICHARDS ST & W HASTINGS ST , Vancouver, BC, Canada",49.28404,-123.11187,49.28441576,-123.1114958,1
267,Theft From Auto Under $5000,2007,1,12XX W 14TH AVE,1200 W 14TH AVE,"1200 W 14TH AVE , Vancouver, BC, Canada",49.2586651,-123.1316834,49.2588224,-123.131497,1
268,Theft From Auto Under $5000,2007,1,36XX VANNESS AVE,3600 VANNESS AVE,"3600 VANNESS AVE , Vancouver, BC, Canada",49.2361149,-123.027638,49.23640235,-123.0274672,1
269,Theft From Auto Under $5000,2007,1,5XX BLOCK BEATTY ST,500 BLOCK BEATTY ST,"500 BLOCK BEATTY ST , Vancouver, BC, Canada",49.2810072,-123.1084969,49.28137579,-123.1082259,1
270,Theft From Auto Under $5000,2007,1,CAMBIE ST / W CORDOVA ST,CAMBIE ST / W CORDOVA ST,"CAMBIE ST & W CORDOVA ST , Vancouver, BC, Canada",49.28352,-123.10913,49.28364482,-123.1088432,1
271,Theft From Auto Under $5000,2007,1,85XX BLOCK MONTCALM ST,8500 BLOCK MONTCALM ST,"8500 BLOCK MONTCALM ST , Vancouver, BC, Canada",49.2094896,-123.1354816,49.2096738,-123.135043,1
272,Theft From Auto Under $5000,2007,1,76XX BLOCK HEATHER ST,7600 BLOCK HEATHER ST,"7600 BLOCK HEATHER ST , Vancouver, BC, Canada",49.2159297,-123.1236943,49.21640234,-123.1232518,1
273,Theft From Auto Under $5000,2007,1,86XX MONTCALM ST,8600 MONTCALM ST,"8600 MONTCALM ST , Vancouver, BC, Canada",49.208386,-123.1359641,49.20860443,-123.13583,1
274,Theft From Auto Under $5000,2007,1,20XX BARCLAY ST,2000 BARCLAY ST,"2000 BARCLAY ST , Vancouver, BC, Canada",49.2919573,-123.1407652,49.29230677,-123.1404527,1
275,Theft From Auto Under $5000,2007,1,20XX BLOCK NELSON ST,2000 BLOCK NELSON ST,"2000 BLOCK NELSON ST , Vancouver, BC, Canada",49.2912558,-123.14181,49.29139137,-123.1414164,1
276,Theft From Auto Under $5000,2007,1,12XX HORNBY ST,1200 HORNBY ST,"1200 HORNBY ST , Vancouver, BC, Canada",49.27808,-123.12824,49.27838557,-123.128022,1
277,Theft From Auto Under $5000,2007,1,5XX BLOCK RICHARDS ST,500 BLOCK RICHARDS ST,"500 BLOCK RICHARDS ST , Vancouver, BC, Canada",49.2831573,-123.1129627,49.28362862,-123.1126453,1
278,Theft From Auto Under $5000,2007,1,18XX W 8TH AVE,1800 W 8TH AVE,"1800 W 8TH AVE , Vancouver, BC, Canada",49.2644951,-123.1459442,49.2646545,-123.1456651,1
279,Theft From Auto Under $5000,2007,1,6XX W 7TH AVE,600 W 7TH AVE,"600 W 7TH AVE , Vancouver, BC, Canada",49.2648751,-123.1176327,49.26530262,-123.1173671,1
280,Theft From Auto Under $5000,2007,1,22XX BLOCK WALL ST,2200 BLOCK WALL ST,"2200 BLOCK WALL ST , Vancouver, BC, Canada",49.2885071,-123.0597166,49.28889916,-123.059262,1
281,Theft From Auto Under $5000,2007,1,13XX HORNBY ST,1300 HORNBY ST,"1300 HORNBY ST , Vancouver, BC, Canada",49.2771097,-123.1298628,49.2775185,-123.1297511,1
