"","X","TYPE","YEAR","MONTH","HUNDRED_BLOCK","h_blk","full_address","lat","lon","cid","lat_offset","lon_offset"
"135",145,"Commercial Break and Enter",2014,1,"11XX JERVIS ST","1100 JERVIS ST"," 1100 JERVIS ST, Vancouver, BC, Canada",49.28356,-123.1334,1,49.2839223558909,-123.133166607877
"136",146,"Commercial Break and Enter",2014,1,"4XX W 15TH AVE","400 W 15TH AVE"," 400 W 15TH AVE, Vancouver, BC, Canada",49.2577051,-123.1132924,1,49.2582022532407,-123.113082251961
"137",147,"Commercial Break and Enter",2014,1,"4XX W 15TH AVE","400 W 15TH AVE"," 400 W 15TH AVE, Vancouver, BC, Canada",49.2577051,-123.1132924,1,49.2580167072271,-123.113079928815
"138",148,"Commercial Break and Enter",2014,1,"3XX E 14TH AVE","300 E 14TH AVE"," 300 E 14TH AVE, Vancouver, BC, Canada",49.2582649,-123.0981295,1,49.258706689604,-123.097875768185
"139",149,"Commercial Break and Enter",2014,1,"14XX NELSON ST","1400 NELSON ST"," 1400 NELSON ST, Vancouver, BC, Canada",49.2857949,-123.1333566,1,49.2860872070484,-123.132949599448
"140",150,"Commercial Break and Enter",2014,1,"19XX PINE ST","1900 PINE ST"," 1900 PINE ST, Vancouver, BC, Canada",49.2687014,-123.1429844,1,49.2688332725437,-123.142617887889
"141",151,"Commercial Break and Enter",2014,1,"POWELL ST / RAYMUR AVE","POWELL ST / RAYMUR AVE"," POWELL ST / RAYMUR AVE, Vancouver, BC, Canada",49.28169,-123.08241,1,49.2818979189166,-123.082139831117
"142",152,"Commercial Break and Enter",2014,1,"4XX DUNSMUIR ST","400 DUNSMUIR ST"," 400 DUNSMUIR ST, Vancouver, BC, Canada",49.2816665,-123.1137127,1,49.2817706435871,-123.113266102129
"143",153,"Commercial Break and Enter",2014,1,"1XX KINGSWAY AVE","100 KINGSWAY AVE"," 100 KINGSWAY AVE, Vancouver, BC, Canada",49.2626272,-123.099487,1,49.2630583244203,-123.099320271447
"144",154,"Commercial Break and Enter",2014,1,"11XX NELSON ST","1100 NELSON ST"," 1100 NELSON ST, Vancouver, BC, Canada",49.2824647,-123.1282263,1,49.2826745801925,-123.127991346039
"145",155,"Commercial Break and Enter",2014,1,"26XX MAIN ST","2600 MAIN ST"," 2600 MAIN ST, Vancouver, BC, Canada",49.26186,-123.10061,1,49.2620835755689,-123.100466650878
"146",156,"Commercial Break and Enter",2014,1,"1XX MILROSS AVE","100 MILROSS AVE"," 100 MILROSS AVE, Vancouver, BC, Canada",49.2759544,-123.101899,1,49.2762250099459,-123.101652446712
"147",157,"Commercial Break and Enter",2014,1,"4XX E 10TH AVE","400 E 10TH AVE"," 400 E 10TH AVE, Vancouver, BC, Canada",49.2614838,-123.0958379,1,49.2618059472962,-123.095607867989
"148",158,"Commercial Break and Enter",2014,1,"1XX E 33RD AVE","100 E 33RD AVE"," 100 E 33RD AVE, Vancouver, BC, Canada",49.2403751,-123.1025623,1,49.2407052692927,-123.102342847467
"149",159,"Commercial Break and Enter",2014,1,"3XX CAMBIE ST","300 CAMBIE ST"," 300 CAMBIE ST, Vancouver, BC, Canada",49.2832808,-123.109016,1,49.2834910131825,-123.108881042192
"150",160,"Commercial Break and Enter",2014,1,"16XX COLUMBIA ST","1600 COLUMBIA ST"," 1600 COLUMBIA ST, Vancouver, BC, Canada",49.2714442,-123.1091648,1,49.2718224289982,-123.108949727054
"151",161,"Commercial Break and Enter",2014,1,"19XX NELSON ST","1900 NELSON ST"," 1900 NELSON ST, Vancouver, BC, Canada",49.2903569,-123.1404739,1,49.2904901503515,-123.140081774052
"152",162,"Commercial Break and Enter",2014,1,"11XX BURRARD ST","1100 BURRARD ST"," 1100 BURRARD ST, Vancouver, BC, Canada",49.27968,-123.12763,1,49.2800963308424,-123.127308433516
"153",163,"Commercial Break and Enter",2014,1,"21XX W 43RD AVE","2100 W 43RD AVE"," 2100 W 43RD AVE, Vancouver, BC, Canada",49.2325451,-123.1558601,1,49.2329566680414,-123.155406811517
"154",164,"Commercial Break and Enter",2014,1,"31XX MAIN ST","3100 MAIN ST"," 3100 MAIN ST, Vancouver, BC, Canada",49.2573713,-123.1009757,1,49.2577792990201,-123.100497339811
"155",165,"Commercial Break and Enter",2014,1,"10XX W BROADWAY AVE","1000 W BROADWAY AVE"," 1000 W BROADWAY AVE, Vancouver, BC, Canada",49.2632851,-123.12681,1,49.2637165199037,-123.126526804479
"156",166,"Commercial Break and Enter",2014,1,"1XX E 6TH AVE","100 E 6TH AVE"," 100 E 6TH AVE, Vancouver, BC, Canada",49.2654047,-123.1026241,1,49.2658461473221,-123.102126070104
"157",167,"Commercial Break and Enter",2014,1,"53XX WEST BLVD","5300 WEST BLVD"," 5300 WEST BLVD, Vancouver, BC, Canada",49.2381673,-123.1553451,1,49.2382788168889,-123.155047165723
"158",168,"Commercial Break and Enter",2014,1,"18XX COMMERCIAL DR","1800 COMMERCIAL DR"," 1800 COMMERCIAL DR, Vancouver, BC, Canada",49.2685675,-123.0695151,1,49.2689291478913,-123.069174337428
"159",169,"Commercial Break and Enter",2014,1,"18XX W 3RD AVE","1800 W 3RD AVE"," 1800 W 3RD AVE, Vancouver, BC, Canada",49.2687551,-123.1458214,1,49.269083695613,-123.145525093291
"160",170,"Commercial Break and Enter",2014,1,"10XX BUTE ST","1000 BUTE ST"," 1000 BUTE ST, Vancouver, BC, Canada",49.2836726,-123.1302508,1,49.2840052299119,-123.129795844414
"161",171,"Commercial Break and Enter",2014,1,"12XX HARO ST","1200 HARO ST"," 1200 HARO ST, Vancouver, BC, Canada",49.2852861,-123.1282911,1,49.2855774691373,-123.128153493432
"162",172,"Commercial Break and Enter",2014,1,"56XX FRASER ST","5600 FRASER ST"," 5600 FRASER ST, Vancouver, BC, Canada",49.2338043,-123.0903448,1,49.2340471437185,-123.089878610013
"163",173,"Commercial Break and Enter",2014,1,"9XX W 16TH AVE","900 W 16TH AVE"," 900 W 16TH AVE, Vancouver, BC, Canada",49.2569452,-123.1245749,1,49.2571488858021,-123.124449510618
"164",174,"Commercial Break and Enter",2014,1,"14XX NELSON ST","1400 NELSON ST"," 1400 NELSON ST, Vancouver, BC, Canada",49.2857949,-123.1333566,1,49.2860031169479,-123.133138727109
"165",175,"Commercial Break and Enter",2014,1,"31XX RIVERWALK AVE","3100 RIVERWALK AVE"," 3100 RIVERWALK AVE, Vancouver, BC, Canada",49.2059399,-123.0420147,1,49.20640994014,-123.041705348971
"166",176,"Commercial Break and Enter",2014,1,"21XX W 41ST AVE","2100 W 41ST AVE"," 2100 W 41ST AVE, Vancouver, BC, Canada",49.2344751,-123.1557778,1,49.2348027580079,-123.155669709996
"167",177,"Commercial Break and Enter",2014,1,"11XX E HASTINGS ST","1100 E HASTINGS ST"," 1100 E HASTINGS ST, Vancouver, BC, Canada",49.2808551,-123.0810693,1,49.2812230032635,-123.080677991295
"168",178,"Commercial Break and Enter",2014,1,"13XX E 8TH AVE","1300 E 8TH AVE"," 1300 E 8TH AVE, Vancouver, BC, Canada",49.2631951,-123.0772892,1,49.2634513223108,-123.077079200928
"169",179,"Commercial Break and Enter",2014,1,"11XX CARDERO ST","1100 CARDERO ST"," 1100 CARDERO ST, Vancouver, BC, Canada",49.2858791,-123.1374484,1,49.2863287981334,-123.137308790541
"170",180,"Commercial Break and Enter",2014,1,"5XX E 43RD AVE","500 E 43RD AVE"," 500 E 43RD AVE, Vancouver, BC, Canada",49.2309449,-123.0936357,1,49.2312594500309,-123.093474147332
"171",181,"Commercial Break and Enter",2014,1,"85XX CAMBIE ST","8500 CAMBIE ST"," 8500 CAMBIE ST, Vancouver, BC, Canada",49.209063,-123.1170751,1,49.209322165518,-123.116672706303
"172",182,"Commercial Break and Enter",2014,1,"37XX W 6TH AVE","3700 W 6TH AVE"," 3700 W 6TH AVE, Vancouver, BC, Canada",49.2667651,-123.1860016,1,49.2671669886101,-123.185633553546
"173",183,"Commercial Break and Enter",2014,1,"3XX W 7TH AVE","300 W 7TH AVE"," 300 W 7TH AVE, Vancouver, BC, Canada",49.2646551,-123.1111234,1,49.2650327472596,-123.11096235212
"174",184,"Mischief Over $5000",2014,1,"COMMERCIAL DR / GRANDVIEW HWY N","COMMERCIAL DR / GRANDVIEW HWY N"," COMMERCIAL DR / GRANDVIEW HWY N, Vancouver, BC, Canada",49.2802999,-123.07041,2,49.2807458162655,-123.069962071197
"175",185,"Mischief Over $5000",2014,1,"11XX HAMILTON ST","1100 HAMILTON ST"," 1100 HAMILTON ST, Vancouver, BC, Canada",49.2757095,-123.1211894,2,49.2759747715013,-123.120752179761
"176",186,"Mischief Over $5000",2014,1,"16XX DAVIE ST","1600 DAVIE ST"," 1600 DAVIE ST, Vancouver, BC, Canada",49.2851864,-123.1389223,2,49.2855046090789,-123.138756755673
"177",187,"Mischief Over $5000",2014,1,"CULLODEN ST / E 59TH AVE","CULLODEN ST / E 59TH AVE"," CULLODEN ST / E 59TH AVE, Vancouver, BC, Canada",49.21652,-123.09167,2,49.2166595428039,-123.091527908412
"178",188,"Mischief Under $5000",2014,1,"9XX JERVIS ST","900 JERVIS ST"," 900 JERVIS ST, Vancouver, BC, Canada",49.28599,-123.12971,2,49.2861058656196,-123.129341170502
"179",189,"Mischief Under $5000",2014,1,"5XX RICHARDS ST","500 RICHARDS ST"," 500 RICHARDS ST, Vancouver, BC, Canada",49.2831573,-123.1129627,2,49.2832690423441,-123.112710248359
"180",190,"Mischief Under $5000",2014,1,"E 13TH AVE / VICTORIA DR","E 13TH AVE / VICTORIA DR"," E 13TH AVE / VICTORIA DR, Vancouver, BC, Canada",49.25868,-123.06881,2,49.2589045745942,-123.068474040673
"181",191,"Mischief Under $5000",2014,1,"1XX ONTARIO PL","100 ONTARIO PL"," 100 ONTARIO PL, Vancouver, BC, Canada",49.2324447,-123.1034686,2,49.232856388296,-123.103103362071
"182",192,"Mischief Under $5000",2014,1,"30XX E 20TH AVE","3000 E 20TH AVE"," 3000 E 20TH AVE, Vancouver, BC, Canada",49.2521851,-123.0413493,2,49.2522904364803,-123.041183751294
"183",193,"Mischief Under $5000",2014,1,"7XX BUTE ST","700 BUTE ST"," 700 BUTE ST, Vancouver, BC, Canada",49.2868718,-123.1254264,2,49.2871764718756,-123.124990562909
"184",194,"Mischief Under $5000",2014,1,"29XX W 20TH AVE","2900 W 20TH AVE"," 2900 W 20TH AVE, Vancouver, BC, Canada",49.2544851,-123.1703313,2,49.2546233843247,-123.170070951343
"185",195,"Mischief Under $5000",2014,1,"1XX W CORDOVA ST","100 W CORDOVA ST"," 100 W CORDOVA ST, Vancouver, BC, Canada",49.2828258,-123.1070009,2,49.2830665451734,-123.10683133309
"186",196,"Mischief Under $5000",2014,1,"27XX E HASTINGS ST","2700 E HASTINGS ST"," 2700 E HASTINGS ST, Vancouver, BC, Canada",49.2810051,-123.0490593,2,49.2813873547187,-123.048806942615
"187",197,"Mischief Under $5000",2014,1,"3XX SE MARINE DR","300 SE MARINE DR"," 300 SE MARINE DR, Vancouver, BC, Canada",49.2106241,-123.1002723,2,49.2108170253743,-123.100085614903
"188",198,"Mischief Under $5000",2014,1,"31XX E 27TH AVE","3100 E 27TH AVE"," 3100 E 27TH AVE, Vancouver, BC, Canada",49.2461751,-123.0370172,2,49.2466207442634,-123.03668268705
"189",199,"Mischief Under $5000",2014,1,"7XX BUTE ST","700 BUTE ST"," 700 BUTE ST, Vancouver, BC, Canada",49.2868718,-123.1254264,2,49.2872872963388,-123.125230232447
"190",200,"Mischief Under $5000",2014,1,"CLARK DR / E HASTINGS ST","CLARK DR / E HASTINGS ST"," CLARK DR / E HASTINGS ST, Vancouver, BC, Canada",49.28137,-123.10093,2,49.2815683139477,-123.100765608809
"191",201,"Mischief Under $5000",2014,1,"1XX E HASTINGS ST","100 E HASTINGS ST"," 100 E HASTINGS ST, Vancouver, BC, Canada",49.2812718,-123.1021792,2,49.2814754490861,-123.101847036956
"192",202,"Mischief Under $5000",2014,1,"11XX W HASTINGS ST","1100 W HASTINGS ST"," 1100 W HASTINGS ST, Vancouver, BC, Canada",49.2878376,-123.1199394,2,49.2880615079866,-123.11964203709
"193",203,"Mischief Under $5000",2014,1,"16XX W 60TH AVE","1600 W 60TH AVE"," 1600 W 60TH AVE, Vancouver, BC, Canada",49.2167151,-123.1436324,2,49.216851491125,-123.143521737591
"194",204,"Mischief Under $5000",2014,1,"26XX W BROADWAY AVE","2600 W BROADWAY AVE"," 2600 W BROADWAY AVE, Vancouver, BC, Canada",49.2638951,-123.1648728,2,49.2641641985085,-123.164654207136
"195",205,"Mischief Under $5000",2014,1,"19XX E 39TH AVE","1900 E 39TH AVE"," 1900 E 39TH AVE, Vancouver, BC, Canada",49.2343934,-123.0672228,2,49.2348296141834,-123.066779192345
"196",206,"Mischief Under $5000",2014,1,"BIRCH ST / W 13TH AVE","BIRCH ST / W 13TH AVE"," BIRCH ST / W 13TH AVE, Vancouver, BC, Canada",49.26008,-123.15279,2,49.2604474845795,-123.152399595121
"197",207,"Mischief Under $5000",2014,1,"8XX TERMINAL AVE","800 TERMINAL AVE"," 800 TERMINAL AVE, Vancouver, BC, Canada",49.2702463,-123.0862007,2,49.2704473649014,-123.0860052359
"198",208,"Mischief Under $5000",2014,1,"26XX CHARLES ST","2600 CHARLES ST"," 2600 CHARLES ST, Vancouver, BC, Canada",49.2731751,-123.0517993,2,49.2735288754472,-123.051688490618
"199",209,"Mischief Under $5000",2014,1,"GRANVILLE ST / W 33RD AVE","GRANVILLE ST / W 33RD AVE"," GRANVILLE ST / W 33RD AVE, Vancouver, BC, Canada",49.2842399,-123.11549,2,49.2845037930866,-123.115333690452
"200",210,"Mischief Under $5000",2014,1,"29XX GRANVILLE ST","2900 GRANVILLE ST"," 2900 GRANVILLE ST, Vancouver, BC, Canada",49.2597074,-123.1385044,2,49.2598317976597,-123.138053902883
"201",211,"Mischief Under $5000",2014,1,"16XX QUEBEC ST","1600 QUEBEC ST"," 1600 QUEBEC ST, Vancouver, BC, Canada",49.2713805,-123.1019896,2,49.2716935984415,-123.101700319354
"202",212,"Mischief Under $5000",2014,1,"5XX TAYLOR ST","500 TAYLOR ST"," 500 TAYLOR ST, Vancouver, BC, Canada",49.2805107,-123.105474,2,49.2808428381558,-123.105273104744
"203",213,"Mischief Under $5000",2014,1,"13XX ADANAC ST","1300 ADANAC ST"," 1300 ADANAC ST, Vancouver, BC, Canada",49.2775251,-123.0769638,2,49.2777773079344,-123.076682030715
"204",214,"Mischief Under $5000",2014,1,"3XX E 59TH AVE","300 E 59TH AVE"," 300 E 59TH AVE, Vancouver, BC, Canada",49.2165495,-123.0998936,2,49.2168864613476,-123.099673197957
"205",215,"Mischief Under $5000",2014,1,"9XX GRANVILLE ST","900 GRANVILLE ST"," 900 GRANVILLE ST, Vancouver, BC, Canada",49.2800688,-123.1215138,2,49.2804472583479,-123.121088938247
"206",216,"Mischief Under $5000",2014,1,"E 53RD AVE / PRINCE EDWARD ST","E 53RD AVE / PRINCE EDWARD ST"," E 53RD AVE / PRINCE EDWARD ST, Vancouver, BC, Canada",49.26174,-123.09609,2,49.2618406941156,-123.095802573874
"207",217,"Mischief Under $5000",2014,1,"29XX W 43RD AVE","2900 W 43RD AVE"," 2900 W 43RD AVE, Vancouver, BC, Canada",49.2326651,-123.1705078,2,49.233045850152,-123.170009345621
"208",218,"Mischief Under $5000",2014,1,"11XX ROBSON ST","1100 ROBSON ST"," 1100 ROBSON ST, Vancouver, BC, Canada",49.28457,-123.12536,2,49.2850631579667,-123.125196551656
"209",219,"Mischief Under $5000",2014,1,"2XX GORE AVE","200 GORE AVE"," 200 GORE AVE, Vancouver, BC, Canada",49.2830384,-123.0975192,2,49.2832069426664,-123.097069388151
"210",220,"Mischief Under $5000",2014,1,"22XX DUNDAS ST","2200 DUNDAS ST"," 2200 DUNDAS ST, Vancouver, BC, Canada",49.28454,-123.05947,2,49.284771905177,-123.059225477698
"211",221,"Mischief Under $5000",2014,1,"62XX EAST BLVD","6200 EAST BLVD"," 6200 EAST BLVD, Vancouver, BC, Canada",49.2296777,-123.1549455,2,49.2298362875448,-123.154511821652
"212",222,"Mischief Under $5000",2014,1,"8XX GILFORD ST","800 GILFORD ST"," 800 GILFORD ST, Vancouver, BC, Canada",49.2922699,-123.1371482,2,49.2924080349041,-123.136768976504
"213",223,"Mischief Under $5000",2014,1,"BURRARD ST / DAVIE ST","BURRARD ST / DAVIE ST"," BURRARD ST / DAVIE ST, Vancouver, BC, Canada",49.27962,-123.12829,2,49.280074905924,-123.127876633655
"214",224,"Mischief Under $5000",2014,1,"1XX N TEMPLETON DR","100 N TEMPLETON DR"," 100 N TEMPLETON DR, Vancouver, BC, Canada",49.2858702,-123.0595051,2,49.2860474701557,-123.059399961014
"215",225,"Mischief Under $5000",2014,1,"65XX FRASER ST","6500 FRASER ST"," 6500 FRASER ST, Vancouver, BC, Canada",49.2253933,-123.0906651,2,49.2258269227642,-123.090463005248
"216",227,"Mischief Under $5000",2014,1,"53XX COMMERCIAL ST","5300 COMMERCIAL ST"," 5300 COMMERCIAL ST, Vancouver, BC, Canada",49.236622,-123.0684354,2,49.236815458592,-123.068141793819
"217",228,"Mischief Under $5000",2014,1,"NELSON ST / PACIFIC BLVD","NELSON ST / PACIFIC BLVD"," NELSON ST / PACIFIC BLVD, Vancouver, BC, Canada",49.27621,-123.11018,2,49.276433868245,-123.110051001573
"218",229,"Mischief Under $5000",2014,1,"1XX W PENDER ST","100 W PENDER ST"," 100 W PENDER ST, Vancouver, BC, Canada",49.28096,-123.10846,2,49.2813857289622,-123.108219080945
"219",230,"Mischief Under $5000",2014,1,"13XX JERVIS ST","1300 JERVIS ST"," 1300 JERVIS ST, Vancouver, BC, Canada",49.2818553,-123.136089,2,49.2819919071564,-123.13575589401
"220",231,"Mischief Under $5000",2014,1,"8XX HOMER ST","800 HOMER ST"," 800 HOMER ST, Vancouver, BC, Canada",49.2792188,-123.116954,2,49.2794277850469,-123.116644888052
"221",232,"Mischief Under $5000",2014,1,"73XX REBEKAH DR","7300 REBEKAH DR"," 7300 REBEKAH DR, Vancouver, BC, Canada",49.2181023,-123.0379651,2,49.2184808318375,-123.037616080349
"222",233,"Mischief Under $5000",2014,1,"87XX SELKIRK ST","8700 SELKIRK ST"," 8700 SELKIRK ST, Vancouver, BC, Canada",49.2068463,-123.1332151,2,49.2070406293764,-123.132810191301
"223",234,"Mischief Under $5000",2014,1,"1XX E CORDOVA ST","100 E CORDOVA ST"," 100 E CORDOVA ST, Vancouver, BC, Canada",49.28207,-123.10198,2,49.2821795928428,-123.101638262805
"224",235,"Mischief Under $5000",2014,1,"HORNBY ST / W PENDER ST","HORNBY ST / W PENDER ST"," HORNBY ST / W PENDER ST, Vancouver, BC, Canada",49.28005,-123.12572,2,49.2805128938544,-123.125597937665
"225",237,"Mischief Under $5000",2014,1,"9XX W 16TH AVE","900 W 16TH AVE"," 900 W 16TH AVE, Vancouver, BC, Canada",49.2569452,-123.1245749,2,49.2574019714288,-123.124204773998
"226",238,"Mischief Under $5000",2014,1,"36XX WILLIAM ST","3600 WILLIAM ST"," 3600 WILLIAM ST, Vancouver, BC, Canada",49.2739348,-123.0259026,2,49.2744073750604,-123.025775745441
"227",239,"Mischief Under $5000",2014,1,"30XX DUNBAR ST","3000 DUNBAR ST"," 3000 DUNBAR ST, Vancouver, BC, Canada",49.2596531,-123.1838351,2,49.2599538080741,-123.183470730719
"228",240,"Mischief Under $5000",2014,1,"17XX DAVIE ST","1700 DAVIE ST"," 1700 DAVIE ST, Vancouver, BC, Canada",49.2862037,-123.1404623,2,49.2864249074023,-123.140249674145
"229",241,"Mischief Under $5000",2014,1,"8XX RICHARDS ST","800 RICHARDS ST"," 800 RICHARDS ST, Vancouver, BC, Canada",49.2798686,-123.1179346,2,49.2800324932134,-123.117444811136
"230",242,"Mischief Under $5000",2014,1,"BALDWIN ST / KINGSWAY AVE","BALDWIN ST / KINGSWAY AVE"," BALDWIN ST / KINGSWAY AVE, Vancouver, BC, Canada",49.24191,-123.05962,2,49.2423776385149,-123.059470761394
"231",243,"Mischief Under $5000",2014,1,"3XX MAIN ST","300 MAIN ST"," 300 MAIN ST, Vancouver, BC, Canada",49.2821303,-123.0994238,2,49.2824063360721,-123.099010369297
"232",244,"Mischief Under $5000",2014,1,"6XX HELMCKEN ST","600 HELMCKEN ST"," 600 HELMCKEN ST, Vancouver, BC, Canada",49.2775448,-123.1238568,2,49.277738349411,-123.123602524649
"233",245,"Mischief Under $5000",2014,1,"44XX W 10TH AVE","4400 W 10TH AVE"," 4400 W 10TH AVE, Vancouver, BC, Canada",49.2636551,-123.2062532,2,49.2641226981312,-123.206062605319
"234",246,"Mischief Under $5000",2014,1,"14XX COMMERCIAL DR","1400 COMMERCIAL DR"," 1400 COMMERCIAL DR, Vancouver, BC, Canada",49.2719491,-123.0694551,2,49.2723708743387,-123.06916334613
"235",247,"Mischief Under $5000",2014,1,"7XX GRANVILLE ST","700 GRANVILLE ST"," 700 GRANVILLE ST, Vancouver, BC, Canada",49.2822179,-123.1182166,2,49.2825244032962,-123.117877577897
"236",248,"Mischief Under $5000",2014,1,"3XX PENTICTON ST","300 PENTICTON ST"," 300 PENTICTON ST, Vancouver, BC, Canada",49.282045,-123.0517651,2,49.2823849574824,-123.05155448096
"237",249,"Mischief Under $5000",2014,1,"4XX E HASTINGS ST","400 E HASTINGS ST"," 400 E HASTINGS ST, Vancouver, BC, Canada",49.2811047,-123.0951412,2,49.2815311047524,-123.094946312432
"238",250,"Mischief Under $5000",2014,1,"7XX MAIN ST","700 MAIN ST"," 700 MAIN ST, Vancouver, BC, Canada",49.27787,-123.09957,2,49.2783086346551,-123.099185817604
"239",252,"Mischief Under $5000",2014,1,"1XX KEEFER ST","100 KEEFER ST"," 100 KEEFER ST, Vancouver, BC, Canada",49.279187,-123.1019665,2,49.2795546288903,-123.101765972283
"240",253,"Mischief Under $5000",2014,1,"48XX DUMFRIES ST","4800 DUMFRIES ST"," 4800 DUMFRIES ST, Vancouver, BC, Canada",49.2415004,-123.0733941,2,49.2417946820794,-123.073199722083
"241",254,"Mischief Under $5000",2014,1,"6XX DUNSMUIR ST","600 DUNSMUIR ST"," 600 DUNSMUIR ST, Vancouver, BC, Canada",49.2829389,-123.1157009,2,49.2834164547656,-123.115305755472
"242",255,"Mischief Under $5000",2014,1,"11XX E BROADWAY AVE","1100 E BROADWAY AVE"," 1100 E BROADWAY AVE, Vancouver, BC, Canada",49.2622651,-123.0811381,2,49.2625504917423,-123.080967503608
"243",256,"Mischief Under $5000",2014,1,"35XX E 43RD AVE","3500 E 43RD AVE"," 3500 E 43RD AVE, Vancouver, BC, Canada",49.2306951,-123.0283389,2,49.2310448869575,-123.027859781195
"244",257,"Mischief Under $5000",2014,1,"49XX FRASER ST","4900 FRASER ST"," 4900 FRASER ST, Vancouver, BC, Canada",49.2401686,-123.0902351,2,49.240559565221,-123.089855375675
"245",259,"Mischief Under $5000",2014,1,"1XX E PENDER ST","100 E PENDER ST"," 100 E PENDER ST, Vancouver, BC, Canada",49.28017,-123.10214,2,49.2805854014503,-123.101799432698
"246",260,"Mischief Under $5000",2014,1,"11XX THURLOW ST","1100 THURLOW ST"," 1100 THURLOW ST, Vancouver, BC, Canada",49.2811681,-123.1297275,2,49.2816065507188,-123.129548119414
